date,lift,set,reps,weight,note,cycle_day
2025-05-11,deadlift,bar,10,,,
2025-05-11,deadlift,light,8,50,,
2025-05-11,deadlift,medium,6,60,,
2025-05-11,deadlift,heavy_1,3,70,,
2025-05-11,deadlift,heavy_2,3,80,,
2025-05-11,deadlift,heavy_3,3,80,,
2025-05-18,squat,bar,10,20,,
2025-05-18,squat,light,8,40,,
2025-05-18,squat,medium,6,50,,
2025-05-18,squat,heavy_1,3,60,,
2025-05-18,squat,heavy_2,3,65,,
2025-05-18,squat,heavy_3,3,70,felt hard,
2025-05-18,benchpress,bar,10,20,,
2025-05-18,benchpress,light,8,25,,
2025-05-18,benchpress,medium,6,30,,
2025-05-18,benchpress,heavy_1,3,35,,
2025-05-18,benchpress,heavy_2,1,40,,
2025-05-18,benchpress,heavy_3,3,,,
2025-05-18,deadlift,bar,10,,,
2025-05-18,deadlift,light,8,50,,
2025-05-18,deadlift,medium,6,60,,
2025-05-18,deadlift,heavy_1,3,70,,
2025-05-18,deadlift,heavy_2,3,80,,
2025-05-18,deadlift,heavy_3,3,,,
2025-06-01,squat,bar,10,20,,9
2025-06-01,squat,light,8,40,,9
2025-06-01,squat,medium,6,50,,9
2025-06-01,squat,heavy_1,3,60,,9
2025-06-01,squat,heavy_2,3,65,,9
2025-06-01,squat,heavy_3,3,65,lowering weight to focus on depth,9
2025-06-01,benchpress,bar,10,20,,9
2025-06-01,benchpress,light,8,27.5,,9
2025-06-01,benchpress,medium,6,32.5,up,9
2025-06-01,benchpress,heavy_1,3,37.5,up,9
2025-06-01,benchpress,heavy_2,3,37.5,second set stronger,9
2025-06-01,benchpress,heavy_3,3,,,9
2025-06-01,deadlift,bar,10,,,9
2025-06-01,deadlift,light,8,50,,9
2025-06-01,deadlift,medium,6,65,up,9
2025-06-01,deadlift,heavy_1,3,75,up,9
2025-06-01,deadlift,heavy_2,3,80,felt good!,9
2025-06-01,deadlift,heavy_3,3,,,9
2025-06-15,squat,bar,10,20,,23
2025-06-15,squat,light,8,40,,23
2025-06-15,squat,medium,6,55,,23
2025-06-15,squat,heavy_1,3,65,,23
2025-06-15,squat,heavy_2,3,65,,23
2025-06-15,squat,heavy_3,3,65,"weight OK, but still not completely consistent on depth",23
2025-06-15,benchpress,bar,10,20,,23
2025-06-15,benchpress,light,8,27.5,,23
2025-06-15,benchpress,medium,6,32.5,,23
2025-06-15,benchpress,heavy_1,3,37.5,,23
2025-06-15,benchpress,heavy_2,3,37.5,,23
2025-06-15,benchpress,heavy_3,2,37.5,,23
2025-06-15,deadlift,bar,10,,,23
2025-06-15,deadlift,light,8,50,,23
2025-06-15,deadlift,medium,6,65,,23
2025-06-15,deadlift,heavy_1,3,80,up,23
2025-06-15,deadlift,heavy_2,3,80,felt good!,23
2025-06-15,deadlift,heavy_3,3,80,pb for sets/reps,23
2025-06-22,squat,bar,10,20,,5
2025-06-22,squat,light,8,40,,5
2025-06-22,squat,medium,6,55,,5
2025-06-22,squat,heavy_1,3,65,,5
2025-06-22,squat,heavy_2,3,65,,5
2025-06-22,squat,heavy_3,3,65,Still not consistent on depth - confidence rather than weight,5
2025-06-22,benchpress,bar,10,20,,5
2025-06-22,benchpress,light,8,29,,5
2025-06-22,benchpress,medium,6,34,,5
2025-06-22,benchpress,heavy_1,3,38.5,,5
2025-06-22,benchpress,heavy_2,3,38.5,,5
2025-06-22,benchpress,heavy_3,3,,,5
2025-06-22,deadlift,bar,10,,,5
2025-06-22,deadlift,light,8,50,,5
2025-06-22,deadlift,medium,6,65,,5
2025-06-22,deadlift,heavy_1,3,80,up,5
2025-06-22,deadlift,heavy_2,3,80,felt good!,5
2025-06-22,deadlift,heavy_3,3,80,"smooth, hard work",5
2025-06-29,squat,bar,10,20,,12
2025-06-29,squat,light,8,40,,12
2025-06-29,squat,medium,6,55,,12
2025-06-29,squat,heavy_1,3,65,"weight good, depth good reps 1 and 3 just sjy on rep 2",12
2025-06-29,squat,heavy_2,1,65,hurt back and stopped,12
2025-06-29,squat,heavy_3,3,,,12
2025-06-29,benchpress,bar,10,20,,12
2025-06-29,benchpress,light,8,30,up,12
2025-06-29,benchpress,medium,6,35,up,12
2025-06-29,benchpress,heavy_1,3,39,very smooth,12
2025-06-29,benchpress,heavy_2,3,40,p.b. slight push on last rep but feeling good,12
2025-06-29,benchpress,heavy_3,3,42,"p.b. first 2 smooth, last rep a struggle but it went!",12
2025-06-29,deadlift,bar,10,,did deadlift first today,12
2025-06-29,deadlift,light,8,50,,12
2025-06-29,deadlift,medium,6,65,,12
2025-06-29,deadlift,heavy_1,3,80,,12
2025-06-29,deadlift,heavy_2,3,80,,12
2025-06-29,deadlift,heavy_3,3,82.5,absolutely fine - could have gone 85kg. p.b. reps at weight.,12
2025-08-06,squat,bar,10,20,correct technique - no anterior tilt,1
2025-08-06,squat,light,8,25,,1
2025-08-06,squat,medium,6,30,,1
2025-08-06,squat,heavy_1,3,35,,1
2025-08-06,squat,heavy_2,1,40,,1
2025-08-06,squat,heavy_3,3,40,,1
2025-08-06,benchpress,bar,10,20,,1
2025-08-06,benchpress,light,8,27.5,,1
2025-08-06,benchpress,medium,6,32.5,,1
2025-08-06,benchpress,heavy_1,3,35,,1
2025-08-06,benchpress,heavy_2,3,37.5,,1
2025-08-06,benchpress,heavy_3,2,40,,1
2025-08-06,deadlift,bar,10,30,,1
2025-08-06,deadlift,light,8,40,felt like hard work,1
2025-08-06,deadlift,medium,6,50,,1
2025-08-06,deadlift,heavy_1,3,60,,1
2025-08-06,deadlift,heavy_2,3,60,,1
2025-08-06,deadlift,heavy_3,3,60,,1
2025-08-13,squat,bar,10,20,correct technique - no anterior tilt,8
2025-08-13,squat,light,8,25,,8
2025-08-13,squat,medium,6,32.5,,8
2025-08-13,squat,heavy_1,3,40,,8
2025-08-13,squat,heavy_2,3,45,,8
2025-08-13,squat,heavy_3,3,45,,8
2025-08-13,benchpress,bar,10,20,,8
2025-08-13,benchpress,light,8,30,,8
2025-08-13,benchpress,medium,6,35,,8
2025-08-13,benchpress,heavy_1,3,40,,8
2025-08-13,benchpress,heavy_2,3,40,last rep a struggle,8
2025-08-13,benchpress,heavy_3,3,40,last rep a struggle,8
2025-08-13,deadlift,bar,10,,,8
2025-08-13,deadlift,light,8,40,felt good,8
2025-08-13,deadlift,medium,6,50,,8
2025-08-13,deadlift,heavy_1,3,60,,8
2025-08-13,deadlift,heavy_2,3,60,,8
2025-08-13,deadlift,heavy_3,3,65,"OK, but enough for now",8
2025-08-20,squat,bar,10,20,,15
2025-08-20,squat,light,8,30,,15
2025-08-20,squat,medium,6,40,,15
2025-08-20,squat,heavy_1,3,45,,15
2025-08-20,squat,heavy_2,3,50,,15
2025-08-20,squat,heavy_3,3,50,,15
2025-08-20,benchpress,bar,10,20,,15
2025-08-20,benchpress,light,8,30,,15
2025-08-20,benchpress,medium,6,35,,15
2025-08-20,benchpress,heavy_1,3,40,easy!,15
2025-08-20,benchpress,heavy_2,3,42.5,pb reps at weight,15
2025-08-20,benchpress,heavy_3,3,,,15
2025-08-20,deadlift,bar,10,,,15
2025-08-20,deadlift,light,8,40,felt good,15
2025-08-20,deadlift,medium,6,50,,15
2025-08-20,deadlift,heavy_1,3,60,,15
2025-08-20,deadlift,heavy_2,3,65,,15
2025-08-20,deadlift,heavy_3,3,70,felt good,15
2025-08-27,squat,bar,10,20,,22
2025-08-27,squat,light,8,35,,22
2025-08-27,squat,medium,6,45,,22
2025-08-27,squat,heavy_1,3,55,,22
2025-08-27,squat,heavy_2,3,55,,22
2025-08-27,squat,heavy_3,3,55,,22
2025-08-27,benchpress,bar,10,20,,22
2025-08-27,benchpress,light,8,30,,22
2025-08-27,benchpress,medium,6,35,,22
2025-08-27,benchpress,heavy_1,3,40,not as easy as last week,22
2025-08-27,benchpress,heavy_2,2,42.5,failed 3rd rep,22
2025-08-27,benchpress,heavy_3,2,42.5,failed 3rd rep,22
2025-08-27,deadlift,bar,10,,,22
2025-08-27,deadlift,light,8,45,felt good,22
2025-08-27,deadlift,medium,6,55,,22
2025-08-27,deadlift,heavy_1,3,65,,22
2025-08-27,deadlift,heavy_2,3,70,,22
2025-08-27,deadlift,heavy_3,3,75,felt good,22
